geography,Household Deprivation: Household is not deprived in any dimension; measures: Value,Household Deprivation: Household is deprived in 1 dimension; measures: Value,Household Deprivation: Household is deprived in 2 dimensions; measures: Value,Household Deprivation: Household is deprived in 3 dimensions; measures: Value,Household Deprivation: Household is deprived in 4 dimensions; measures: Value
ST5  2,1714,1384,901,275,19
ST5  3,1899,1256,870,151,11
ST5  4,1336,866,465,63,5
ST5  5,646,376,128,23,5
ST5  6,1257,1220,1036,306,16
ST5  7,1696,1495,1095,370,19
ST5  8,2080,1518,1042,250,10
ST5  9,1162,1071,841,226,15
ST6  1,1052,1062,993,308,24
ST6  2,292,441,326,147,12
ST6  3,332,440,405,166,19
ST6  4,641,702,524,214,24
ST6  5,1388,1313,1183,398,44
ST6  6,1755,1850,1525,530,28
ST6  7,1169,1314,1204,326,20
ST6  8,1919,1726,1372,381,16
ST7  1,1526,1636,1271,290,13
ST7  2,2556,1682,851,141,5
ST7  3,1590,1014,568,85,2
ST7  4,2711,1914,1290,228,19
ST7  8,1447,1038,780,174,9
ST8  6,1847,1555,1165,263,14
ST8  7,1718,1250,818,117,6
ST9  0,1188,836,516,71,3
ST9  9,1131,740,401,40,0
SW10 0,1783,1415,840,339,65
SW10 9,2567,1614,517,188,32
SW11 1,2569,1218,415,162,27
SW11 2,2491,2074,1147,508,68
SW11 3,2457,1928,745,266,32
SW11 4,2151,1188,483,105,10
SW11 5,3413,2352,1305,501,77
SW11 6,2969,852,307,85,15
SW12 0,1814,810,454,129,20
SW12 8,3194,1329,545,164,35
SW12 9,2761,1401,583,180,25
SW13 0,1829,779,277,75,9
SW13 8,600,208,51,13,2
SW13 9,1645,858,409,95,9
SW14 7,1871,831,315,107,14
SW14 8,2483,971,337,87,12
SW15 1,2758,1069,398,107,17
SW15 2,2843,1424,439,105,23
SW15 3,2151,1680,769,240,32
SW15 4,1003,1477,1025,361,46
SW15 5,1653,1221,713,217,31
SW15 6,2171,1146,336,96,13
SW16 1,1896,1568,917,289,39
SW16 2,2863,2391,1264,428,50
SW16 3,1368,1188,640,162,15
SW16 4,1902,1721,986,244,27
SW16 5,2403,2309,1307,399,53
SW16 6,2413,1802,939,285,30
SW17 0,2417,2122,1077,380,38
SW17 6,541,242,68,13,5
SW17 7,2662,1523,602,189,30
SW17 8,3697,2404,1230,469,66
SW17 9,2676,1969,1087,316,40
SW18 1,3009,1388,434,127,21
SW18 2,2427,1138,451,172,31
SW18 3,3300,1307,612,190,27
SW18 4,2225,1547,659,229,29
SW18 5,3248,1356,569,157,11
SW19 1,2677,1357,559,168,19
SW19 2,2238,1876,868,274,22
SW19 3,2622,1116,429,84,16
SW19 4,1863,827,294,77,5
SW19 5,1050,464,133,23,2
SW19 6,2155,1674,799,246,37
SW19 7,1687,715,211,40,3
SW19 8,3600,1859,638,151,17
SW1A 1,67,55,26,1,0
SW1E 5,67,31,8,1,0
SW1E 6,110,66,23,4,0
SW1H 0,114,84,14,6,1
SW1H 9,101,85,20,2,0
SW1P 1,605,409,166,52,6
SW1P 2,715,597,304,134,24
SW1P 3,208,104,20,2,0
SW1P 4,1283,1173,591,276,44
SW1V 1,453,370,147,67,7
SW1V 2,1274,1132,517,194,51
SW1V 3,1509,1507,916,373,65
SW1V 4,1311,1109,541,218,41
SW1W 0,176,94,25,8,0
SW1W 8,1258,1031,509,172,30
SW1W 9,580,356,137,36,6
SW1X 0,571,352,120,13,0
SW1X 7,293,138,29,7,0
SW1X 8,433,246,64,8,4
SW1X 9,453,344,91,23,1
SW1Y 4,84,68,13,0,0
SW1Y 6,78,60,20,3,0
SW2  1,1293,1132,591,196,32
SW2  2,1968,1827,908,333,36
SW2  3,2005,1993,1141,441,74
SW2  4,1998,1710,893,267,54
SW2  5,1871,1364,717,275,44
SW20 0,2075,1118,395,102,14
SW20 8,2775,1318,467,108,11
SW20 9,1688,987,468,95,8
SW3  1,287,302,75,10,3
SW3  2,1188,746,266,78,16
SW3  3,892,1140,494,125,26
SW3  4,1245,536,175,57,8
SW3  5,1287,887,372,126,19
SW3  6,803,425,111,50,6
SW4  0,1556,916,349,115,23
SW4  6,1753,1574,800,304,42
SW4  7,1627,1181,567,243,38
SW4  8,1172,1056,576,204,23
SW4  9,1705,816,320,101,9
SW5  0,1557,1336,468,185,37
SW5  9,1580,1776,901,377,105
SW6  1,1308,1307,623,208,34
SW6  2,2482,1752,869,343,49
SW6  3,2114,1149,404,142,21
SW6  4,1720,1009,398,148,32
SW6  5,1644,968,415,159,27
SW6  6,2690,1420,589,192,20
SW6  7,1894,1306,805,308,36
SW7  1,833,356,122,13,0
SW7  2,511,307,56,13,1
SW7  3,1010,834,208,41,2
SW7  4,1105,1055,248,73,21
SW7  5,1445,885,173,27,6
SW8  1,1755,1716,1019,348,56
SW8  2,1656,1664,894,327,52
SW8  3,1323,892,495,171,15
SW8  4,1143,1699,771,295,35
SW8  5,104,62,17,4,0
SW9  0,1812,1735,957,367,48
SW9  6,735,889,590,280,44
SW9  7,838,1375,963,413,65
SW9  8,833,915,532,199,30
SW9  9,1864,1814,965,322,69
SY1  1,418,282,108,49,4
SY1  2,1547,1005,592,171,22
SY1  3,1483,1094,672,148,14
SY1  4,1618,1236,760,176,11
SY10 0,447,299,187,30,3
SY10 7,717,546,257,40,5
SY10 8,690,500,242,44,3
SY10 9,1018,636,286,37,3
SY11 1,1101,992,572,150,16
SY11 2,1967,1563,951,189,17
SY11 3,908,743,515,119,5
SY11 4,830,592,303,66,1
SY12 0,783,654,413,79,5
SY12 9,705,485,233,44,2
SY13 1,1665,1431,895,210,16
SY13 2,726,529,324,51,12
SY13 3,561,386,209,38,3
SY13 4,527,352,198,23,2
SY14 7,538,316,143,18,0
SY14 8,656,433,265,32,2
SY15 6,1006,785,347,54,3
SY16 1,891,997,653,221,14
SY16 2,867,714,418,77,4
SY16 3,532,364,186,26,0
SY16 4,455,384,187,25,1
SY17 5,644,533,312,49,2
SY18 6,889,699,449,82,7
SY19 7,213,167,103,20,0
SY2  5,2218,1566,882,241,23
SY2  6,1214,879,434,89,11
SY20 8,841,685,449,88,4
SY20 9,457,365,218,33,1
SY21 0,510,387,210,47,2
SY21 7,877,914,694,167,9
SY21 8,902,637,358,63,0
SY21 9,523,424,216,25,2
SY22 5,341,320,157,45,5
SY22 6,1434,1032,593,84,3
SY23 1,1240,1089,518,172,17
SY23 2,583,577,220,63,13
SY23 3,1799,1160,619,120,11
SY23 4,1055,737,338,84,11
SY23 5,481,445,232,46,5
SY24 5,927,649,353,91,5
SY25 6,751,719,376,112,11
SY3  0,1099,669,319,36,2
SY3  5,944,609,294,75,10
SY3  6,621,412,141,27,3
SY3  7,1741,1062,571,131,13
SY3  8,1993,1215,553,88,12
SY3  9,1008,605,337,77,11
SY4  1,628,360,151,25,4
SY4  2,548,295,142,20,1
SY4  3,821,563,225,51,2
SY4  4,1163,754,323,61,3
SY4  5,1614,1266,689,132,7
SY5  0,1249,888,473,69,3
SY5  6,828,529,255,63,4
SY5  7,623,365,141,27,0
SY5  8,639,412,209,40,3
SY5  9,947,630,263,44,4
SY6  6,880,658,311,62,2
SY6  7,559,345,108,13,1
SY7  0,697,550,237,57,4
SY7  8,777,567,224,51,1
SY7  9,863,694,392,99,2
SY8  1,1580,1424,820,210,17
SY8  2,676,547,226,50,3
SY8  3,653,475,219,56,7
SY8  4,736,508,214,32,4
SY9  5,565,428,210,46,2
TA1  1,1212,973,457,126,21
TA1  2,2225,1851,1165,310,25
TA1  3,1719,1140,568,94,7
TA1  4,1312,922,418,59,7
TA1  5,1269,984,489,60,8
TA10 0,788,564,272,34,1
TA10 9,1077,744,391,62,6
TA11 6,1334,959,429,68,4
TA11 7,570,409,170,32,1
TA12 6,1313,893,477,84,5
TA13 5,853,635,275,51,5
TA14 6,635,408,214,38,4
TA15 6,164,119,70,11,1
TA16 5,385,287,142,21,1
TA17 8,117,77,31,4,0
TA18 7,836,602,307,52,3
TA18 8,1129,948,536,100,6
TA19 0,1167,893,489,74,6
TA19 9,1254,869,347,44,5
TA2  6,1703,1039,467,76,6
TA2  7,1672,1424,1023,271,25
TA2  8,1675,993,458,79,13
TA20 1,1392,1225,664,114,15
TA20 2,1208,1197,755,156,20
TA20 3,590,418,175,31,4
TA20 4,452,344,137,27,4
TA21 0,871,499,229,55,4
TA21 8,1291,1107,583,126,7
TA21 9,1330,951,531,84,2
TA22 9,485,490,252,37,4
TA23 0,968,839,587,140,16
TA24 5,958,971,552,112,18
TA24 6,901,930,570,132,14
TA24 7,327,310,150,22,0
TA24 8,900,901,515,86,5
TA3  5,1157,879,360,49,3
TA3  6,990,617,301,48,5
TA3  7,894,551,204,22,0
TA4  1,1205,661,236,31,3
TA4  2,816,643,315,49,2
TA4  3,1156,708,317,62,1
TA4  4,698,649,369,68,3
TA5  1,1004,819,396,91,4
TA5  2,917,667,337,72,3
TA6  3,1579,1461,944,322,45
TA6  4,1810,1838,1206,367,38
TA6  5,1046,947,575,144,12
TA6  6,1820,1507,973,243,12
TA6  7,1427,899,444,70,2
TA7  0,937,663,342,60,8
TA7  8,1108,858,496,78,2
TA7  9,831,573,237,43,3
TA8  1,1236,1258,773,155,7
TA8  2,1661,1487,992,140,14
TA9  3,1176,1240,863,256,36
TA9  4,747,597,245,49,1
TD12 4,235,186,87,20,0
TD15 1,996,922,491,115,11
TD15 2,2004,1873,1101,201,15
TF1  1,641,618,460,162,17
TF1  2,1120,910,615,195,14
TF1  3,1482,1120,608,102,3
TF1  5,1304,1051,752,229,16
TF1  6,1552,1151,711,194,7
TF10 7,2023,1419,794,147,6
TF10 8,820,451,164,26,1
TF10 9,701,429,171,26,3
TF11 8,1304,800,539,109,10
TF11 9,812,480,221,37,4
TF12 5,992,782,530,108,7
TF13 6,762,518,248,59,4
TF2  0,416,371,248,94,12
TF2  6,1039,987,704,175,16
TF2  7,1212,1136,751,202,10
TF2  8,1727,1177,829,193,14
TF2  9,2285,1256,679,140,7
TF3  1,1509,1435,970,323,19
TF3  2,1258,1141,771,244,17
TF3  5,759,445,224,63,7
TF4  2,1480,1103,793,294,19
TF4  3,1607,1188,735,191,15
TF5  0,1143,565,218,41,1
TF6  5,275,195,82,13,2
TF6  6,703,452,226,54,0
TF7  4,732,850,701,165,15
TF7  5,1508,1596,1205,367,22
TF8  7,662,396,169,43,3
TF9  1,1093,913,603,170,13
TF9  2,1049,742,340,50,1
TF9  3,1512,1044,608,133,8
TF9  4,1013,606,258,40,1
TN1  1,1025,664,221,61,9
TN1  2,1698,1115,542,173,31
TN10 3,1367,1107,608,149,4
TN10 4,1522,1107,662,87,6
TN11 0,827,607,245,71,1
TN11 8,826,409,168,34,3
TN11 9,1266,669,263,36,2
TN12 0,1207,744,312,45,3
TN12 5,644,419,205,51,4
TN12 6,1945,1310,673,135,9
TN12 7,653,330,115,22,2
TN12 8,510,265,109,27,3
TN12 9,873,605,284,71,6
TN13 1,1270,536,221,69,2
TN13 2,2191,938,332,58,3
TN13 3,2472,1123,527,88,9
TN14 5,1418,891,349,71,6
TN14 6,796,398,163,24,1
TN14 7,1014,681,277,42,2
TN15 0,977,461,203,21,2
TN15 6,1781,1401,660,116,4
TN15 7,658,411,231,52,4
TN15 8,1049,661,323,39,0
TN15 9,481,182,42,3,0
TN16 1,1192,623,254,67,2
TN16 2,549,296,111,17,1
TN16 3,2329,1608,622,91,4
TN17 1,491,276,121,26,1
TN17 2,761,407,188,26,5
TN17 3,841,613,311,78,3
TN17 4,755,454,208,33,5
TN18 4,788,533,286,60,9
TN18 5,521,310,146,15,0
TN19 7,1064,633,273,61,1
TN2  3,1727,1444,797,214,16
TN2  4,1842,1034,440,113,8
TN2  5,2317,1272,486,100,10
TN20 6,890,513,191,14,0
TN21 0,1194,767,375,52,3
TN21 8,1529,1014,492,64,8
TN21 9,671,403,121,27,0
TN22 1,1190,918,509,104,8
TN22 2,768,424,189,38,5
TN22 3,932,530,183,27,2
TN22 4,781,413,156,28,1
TN22 5,1944,1066,419,78,6
TN23 1,291,256,187,37,6
TN23 3,2917,1468,566,113,3
TN23 4,807,755,403,114,10
TN23 5,2281,1818,1194,316,31
TN23 6,211,212,175,43,9
TN23 7,495,416,232,68,8
TN24 0,2545,1858,1072,242,27
TN24 8,1125,875,425,85,18
TN24 9,2175,1519,779,150,12
TN25 4,1094,552,179,28,1
TN25 5,815,494,235,39,0
TN25 6,1011,662,330,41,4
TN25 7,466,256,112,17,1
TN26 1,479,374,191,36,4
TN26 2,665,477,243,32,6
TN26 3,955,703,353,57,2
TN27 0,814,548,337,46,5
TN27 8,807,503,215,43,2
TN27 9,933,635,285,57,2
TN28 8,1379,1285,804,135,20
TN29 0,1045,1212,930,153,9
TN29 9,911,989,604,146,18
TN3  0,1267,639,246,34,1
TN3  8,377,184,93,12,1
TN3  9,1032,497,162,27,1
TN30 6,1161,861,435,82,7
TN30 7,693,544,292,36,2
TN31 6,1310,1016,458,65,6
TN31 7,1235,1215,732,165,12
TN32 5,1073,614,300,62,3
TN33 0,1608,1221,577,120,8
TN33 9,850,581,270,60,5
TN34 1,1012,1062,717,310,56
TN34 2,2107,1884,1135,199,23
TN34 3,1944,1744,1254,512,76
TN35 4,1149,1111,592,104,5
TN35 5,1785,1476,878,263,18
TN36 4,401,393,279,42,7
TN37 6,1613,1757,1296,561,96
TN37 7,1873,1437,785,177,11
TN38 0,2519,2419,1356,453,61
TN38 8,893,615,327,62,7
TN38 9,1211,1366,1154,431,35
TN39 3,1878,1993,1074,171,13
TN39 4,1720,1787,906,135,4
TN39 5,754,795,604,186,15
TN4  0,1844,1093,537,133,12
TN4  8,1868,1263,635,146,26
TN4  9,3017,1729,699,186,34
TN40 1,1227,1514,1045,205,37
TN40 2,1615,1573,1042,184,13
TN5  6,1158,600,215,45,5
TN5  7,830,450,202,35,2
TN6  1,1832,1098,404,51,4
TN6  2,2179,1370,558,91,4
TN6  3,1199,743,295,59,2
TN7  4,476,295,107,14,1
TN8  5,1000,712,412,104,8
TN8  6,1045,657,257,69,7
TN8  7,637,262,88,29,2
TN9  1,1406,918,407,97,10
TN9  2,2282,1368,610,140,22
TQ1  1,1403,1295,816,281,70
TQ1  2,976,843,432,97,22
TQ1  3,1385,1457,1030,302,51
TQ1  4,1668,1505,927,310,51
TQ10 9,780,578,291,50,4
TQ11 0,759,598,347,75,6
TQ12 1,2099,1529,901,214,23
TQ12 2,1000,814,503,129,24
TQ12 3,1926,1517,856,149,15
TQ12 4,1516,1217,783,173,12
TQ12 5,1736,1311,697,96,4
TQ12 6,1562,1034,454,80,4
TQ13 0,1267,759,408,83,12
TQ13 7,1090,788,397,80,11
TQ13 8,843,568,259,39,0
TQ13 9,1707,1182,518,93,6
TQ14 0,416,302,115,19,3
TQ14 8,1375,1320,785,170,33
TQ14 9,1921,1534,773,158,20
TQ2  5,629,869,653,299,75
TQ2  6,1871,1459,819,195,22
TQ2  7,2009,1430,857,221,12
TQ2  8,967,1098,819,263,22
TQ3  1,1623,1239,623,72,3
TQ3  2,1293,1326,891,222,33
TQ3  3,1899,1964,1481,477,61
TQ4  5,862,959,686,207,40
TQ4  6,627,791,491,103,24
TQ4  7,1439,1331,828,158,10
TQ5  0,1043,961,530,105,11
TQ5  8,817,889,584,126,21
TQ5  9,1320,1356,895,218,27
TQ6  0,666,511,214,27,4
TQ6  9,1038,878,490,113,8
TQ7  1,1114,929,525,141,18
TQ7  2,808,677,297,49,3
TQ7  3,799,649,247,45,2
TQ7  4,677,452,201,34,2
TQ8  8,509,351,154,21,0
TQ9  5,1632,1323,711,166,16
TQ9  6,1025,678,259,49,2
TQ9  7,994,616,238,40,1
TR1  1,1782,1259,682,176,10
TR1  2,767,485,218,46,5
TR1  3,1675,1188,775,170,14
TR10 8,1254,1138,575,163,16
TR10 9,511,466,198,38,0
TR11 2,1315,1138,830,217,28
TR11 3,914,680,275,79,8
TR11 4,1315,1194,565,106,14
TR11 5,1932,1345,561,117,8
TR12 6,734,659,341,64,2
TR12 7,770,808,437,74,6
TR13 0,783,575,287,60,7
TR13 8,1961,1359,762,172,18
TR13 9,977,849,511,88,7
TR14 0,872,696,334,72,7
TR14 7,1240,1229,946,267,31
TR14 8,1254,1357,950,283,40
TR14 9,353,342,217,72,5
TR15 1,894,863,680,193,31
TR15 2,1055,891,562,144,25
TR15 3,1196,1116,779,253,30
TR16 4,873,833,516,110,5
TR16 5,847,727,462,125,8
TR16 6,630,517,301,69,7
TR17 0,217,248,177,40,2
TR18 2,776,913,646,250,34
TR18 3,828,964,689,259,41
TR18 4,801,872,570,178,18
TR18 5,628,550,343,110,7
TR19 6,586,571,275,77,10
TR19 7,955,954,555,118,13
TR2  4,1039,761,360,86,2
TR2  5,862,720,318,50,5
TR20 8,809,712,370,100,3
TR20 9,775,742,381,62,10
TR21 0,298,319,125,30,0
TR22 0,19,29,15,5,0
TR24 0,39,43,11,1,1
TR25 0,24,23,7,0,0
TR26 1,604,627,443,129,18
TR26 2,1029,1013,539,136,15
TR26 3,342,267,96,22,0
TR27 4,1074,1108,735,198,15
TR27 5,718,618,345,88,9
TR27 6,599,456,239,50,7
TR3  6,1608,1236,514,87,6
TR3  7,916,665,318,59,8
TR4  8,1159,875,518,78,11
TR4  9,918,714,314,67,7
TR5  0,831,569,296,52,2
TR6  0,657,567,310,69,11
TR7  1,1037,920,562,212,40
TR7  2,1424,1321,762,179,18
TR7  3,905,825,492,122,21
TR8  4,616,476,236,54,10
TR8  5,819,682,309,66,6
TR9  6,1340,1134,676,171,8
TS1  1,14,33,40,40,3
TS1  2,113,178,158,88,14
TS1  3,462,657,527,238,26
TS1  4,948,1312,952,390,38
TS1  5,94,203,327,149,10
TS10 1,1058,1084,775,221,39
TS10 2,2341,1406,701,130,8
TS10 3,949,826,524,117,6
TS10 4,1139,1231,1152,386,37
TS10 5,592,701,616,160,6
TS11 6,794,613,330,39,1
TS11 7,798,706,451,73,4
TS11 8,734,533,289,29,3
TS12 1,1233,899,552,156,25
TS12 2,2187,1727,1232,324,10
TS12 3,543,497,457,128,10
TS13 4,1083,1124,964,307,22
TS13 5,414,392,218,57,7
TS14 6,1197,1003,806,200,16
TS14 7,1230,773,343,34,3
TS14 8,1278,657,197,23,0
TS15 0,642,278,110,18,1
TS15 9,2589,1252,509,71,3
TS16 0,1720,841,413,54,0
TS16 9,735,393,157,24,1
TS17 0,3145,1594,734,145,8
TS17 5,2548,719,166,18,1
TS17 6,606,585,439,167,13
TS17 7,293,315,229,88,4
TS17 8,890,820,632,205,18
TS17 9,1088,1048,894,269,18
TS18 1,223,332,354,172,33
TS18 2,227,382,411,198,18
TS18 3,816,823,556,219,30
TS18 4,1149,840,467,121,12
TS18 5,1455,932,407,50,1
TS19 0,1732,1788,1372,403,24
TS19 7,1809,1290,639,85,2
TS19 8,1402,1217,1031,372,17
TS19 9,610,733,729,208,10
TS2  1,57,109,93,53,3
TS20 1,2292,1686,900,169,9
TS20 2,1412,1405,1058,306,24
TS21 1,859,465,222,36,3
TS21 2,705,396,182,16,0
TS21 3,728,373,207,48,2
TS21 4,434,335,257,78,6
TS22 5,1827,1164,503,42,2
TS23 1,894,819,564,142,10
TS23 2,1159,1043,844,177,13
TS23 3,2635,1920,1244,284,15
TS23 4,246,227,191,34,1
TS24 0,1034,951,881,309,22
TS24 7,126,195,211,112,12
TS24 8,700,849,796,351,17
TS24 9,934,1104,980,353,12
TS25 1,1433,1253,974,259,17
TS25 2,1395,1216,722,129,1
TS25 3,651,821,759,267,20
TS25 4,578,792,864,305,17
TS25 5,1561,1571,1212,309,22
TS26 0,2649,1578,899,163,7
TS26 8,874,810,716,297,24
TS26 9,1172,958,596,188,13
TS27 3,1140,668,347,61,4
TS27 4,1023,988,865,251,20
TS28 5,795,650,609,200,5
TS29 6,876,847,742,219,6
TS3  0,758,1057,1056,330,26
TS3  6,321,512,457,194,14
TS3  7,716,889,903,379,24
TS3  8,345,614,559,232,8
TS3  9,599,962,1004,526,46
TS4  2,938,1152,934,378,35
TS4  3,967,1190,1004,379,22
TS5  4,708,752,614,242,12
TS5  5,1523,978,487,75,3
TS5  6,1224,1055,660,202,20
TS5  7,1259,913,397,58,4
TS5  8,2104,1653,921,154,7
TS6  0,1713,1494,989,253,9
TS6  6,296,433,448,183,17
TS6  7,440,630,562,282,24
TS6  8,369,411,362,92,6
TS6  9,1356,1362,1202,341,21
TS7  0,1404,886,330,42,1
TS7  8,1999,1296,653,114,3
TS7  9,856,964,685,184,15
TS8  0,1721,1150,891,266,19
TS8  9,1969,1517,1004,334,19
TS9  5,1148,759,393,70,5
TS9  6,1210,812,366,53,5
TS9  7,567,294,89,8,1
TW1  1,2293,854,282,37,6
TW1  2,1790,781,220,46,6
TW1  3,1039,479,144,46,6
TW1  4,1834,805,212,66,10
TW10 5,783,390,169,14,3
TW10 6,2423,1081,333,59,13
TW10 7,1614,963,481,131,21
TW11 0,1728,746,291,68,2
TW11 8,2337,998,354,83,6
TW11 9,2077,904,365,116,16
TW12 1,1534,867,410,88,12
TW12 2,2164,1113,499,103,8
TW12 3,1366,919,469,148,14
TW13 4,1762,1810,972,289,42
TW13 5,1164,1255,738,196,30
TW13 6,1054,1215,779,257,34
TW13 7,891,874,460,110,18
TW14 0,698,827,527,126,9
TW14 8,1198,1391,931,233,27
TW14 9,1448,1627,1030,307,37
TW15 1,1889,1509,756,129,17
TW15 2,1489,1131,576,86,8
TW15 3,1618,1205,517,102,5
TW16 5,1106,666,268,44,5
TW16 6,1172,700,312,60,3
TW16 7,1613,1312,706,159,16
TW17 0,1008,714,371,82,6
TW17 8,1291,995,480,74,5
TW17 9,580,412,190,11,0
TW18 1,1702,1161,569,109,7
TW18 2,1680,1125,505,82,7
TW18 3,918,608,279,55,5
TW18 4,1129,786,326,67,5
TW19 5,807,507,218,22,2
TW19 6,215,226,82,23,4
TW19 7,1405,1615,1008,258,37
TW2  5,2319,1080,463,103,10
TW2  6,2279,1190,608,139,15
TW2  7,2196,1231,590,130,26
TW20 0,1640,992,486,92,15
TW20 8,1484,1047,522,88,11
TW20 9,1430,894,417,60,16
TW3  1,885,1231,712,199,23
TW3  2,1490,1266,646,149,13
TW3  3,1146,1734,947,324,57
TW3  4,903,1151,594,199,17
TW4  5,1047,1254,862,250,37
TW4  6,418,701,503,148,20
TW4  7,880,1449,978,299,40
TW5  0,1498,1694,993,313,40
TW5  9,1304,1880,1226,374,39
TW7  4,1297,1084,551,130,14
TW7  5,1460,1193,501,134,16
TW7  6,1903,1359,752,195,13
TW7  7,1488,1286,775,258,41
TW8  0,1481,1448,823,294,39
TW8  8,919,719,461,164,23
TW8  9,814,789,428,143,16
TW9  1,1147,701,228,71,5
TW9  2,1891,801,257,76,10
TW9  3,1338,533,129,38,4
TW9  4,1526,792,298,93,12
UB1  1,520,972,914,319,41
UB1  2,1427,2170,1576,483,58
UB1  3,658,1038,823,364,65
UB10 0,1673,1383,758,187,14
UB10 8,2546,1474,561,62,6
UB10 9,1755,1250,652,131,14
UB2  4,920,1327,1206,507,85
UB2  5,1250,2039,1635,577,68
UB3  1,965,1188,785,238,36
UB3  2,1289,1651,1267,387,57
UB3  3,674,946,652,247,30
UB3  4,901,1231,817,239,37
UB3  5,687,942,492,148,17
UB4  0,1276,1630,1119,300,22
UB4  8,1621,1645,982,202,25
UB4  9,1441,1583,1106,322,52
UB5  4,1909,2109,1288,361,62
UB5  5,1430,1774,1203,392,42
UB5  6,1684,2291,1635,569,78
UB6  0,1442,1516,899,221,18
UB6  7,1020,1137,598,145,20
UB6  8,1810,1847,1220,291,31
UB6  9,1815,1914,1207,300,38
UB7  0,472,525,279,72,10
UB7  7,1323,1267,765,233,31
UB7  8,792,1035,645,229,26
UB7  9,1035,1250,803,276,26
UB8  1,976,745,407,103,16
UB8  2,1777,1636,937,257,34
UB8  3,2041,2237,1261,354,40
UB9  4,468,327,127,19,1
UB9  5,936,700,435,52,1
UB9  6,1272,990,588,141,17
W10  4,998,1366,1129,572,100
W10  5,1171,1873,1458,713,130
W10  6,1790,1769,1185,527,83
W11  1,1587,1803,1121,531,100
W11  2,1634,1243,539,158,33
W11  3,1263,736,199,52,6
W11  4,1425,1334,996,436,88
W12  0,1709,2119,1329,480,54
W12  7,1191,1609,1127,470,76
W12  8,1461,1531,836,338,63
W12  9,2454,1861,1087,471,79
W13  0,1670,1417,792,342,69
W13  8,1537,1080,389,106,16
W13  9,3118,1724,857,218,37
W14  0,2463,1980,782,259,45
W14  8,2344,1922,832,302,65
W14  9,2758,2483,1031,441,75
W1B  1,134,95,39,2,0
W1D  3,31,79,20,4,2
W1D  4,52,125,45,11,1
W1D  6,79,149,99,17,4
W1D  7,62,45,26,10,1
W1F  0,154,221,131,66,9
W1F  7,90,156,65,21,9
W1G  6,257,138,30,3,0
W1G  7,104,50,11,2,0
W1G  8,454,265,52,10,0
W1G  9,92,60,14,2,0
W1H  1,247,241,78,28,8
W1H  2,470,337,94,27,9
W1H  4,141,162,90,34,9
W1H  5,226,175,87,38,12
W1H  7,283,298,119,37,11
W1J  5,67,66,8,3,1
W1J  6,46,39,11,5,3
W1J  7,214,166,61,8,2
W1J  8,98,73,14,5,0
W1K  1,111,50,9,3,0
W1K  2,172,103,30,4,1
W1K  3,68,51,19,12,4
W1K  4,30,35,10,1,2
W1K  5,43,59,28,17,1
W1K  6,213,158,87,21,5
W1K  7,171,105,31,5,2
W1S  1,46,40,9,6,3
W1T  1,111,106,40,22,3
W1T  2,107,170,43,19,6
W1T  3,51,47,12,16,12
W1T  4,77,111,28,9,3
W1T  5,196,254,96,38,12
W1T  6,52,68,16,7,1
W1U  1,93,83,28,7,2
W1U  2,71,59,11,3,1
W1U  3,159,102,22,3,0
W1U  4,311,268,73,28,4
W1U  5,296,221,77,29,0
W1U  6,375,252,72,13,4
W1U  8,195,133,40,14,0
W1W  5,216,284,129,55,7
W1W  6,390,356,170,67,11
W1W  7,236,159,55,30,5
W2   1,859,1151,751,385,102
W2   2,1254,979,447,220,67
W2   3,1541,1698,569,136,37
W2   4,1696,1807,613,150,34
W2   5,1813,1819,1050,455,114
W2   6,1382,1511,854,354,82
W3   0,948,828,429,101,16
W3   6,1795,2055,1043,390,101
W3   7,1787,2099,1124,412,71
W3   8,1367,1498,1097,419,65
W3   9,1240,1166,644,198,24
W4   1,2131,979,338,88,15
W4   2,2359,1275,617,210,30
W4   3,2927,1358,584,193,45
W4   4,1312,767,312,94,6
W4   5,2163,1191,514,201,24
W5   1,2128,1219,472,115,14
W5   2,2206,1585,527,143,23
W5   3,1962,1396,622,164,26
W5   4,2853,1721,831,268,23
W5   5,1141,673,299,83,17
W6   0,2415,1716,919,350,46
W6   7,1158,959,442,124,30
W6   8,1489,1494,643,261,41
W6   9,1569,1249,696,239,40
W7   1,1196,1201,904,345,38
W7   2,1554,890,415,108,12
W7   3,1777,1508,873,269,46
W8   4,949,642,184,50,6
W8   5,1256,712,178,40,4
W8   6,1475,948,311,79,19
W8   7,1568,761,230,64,12
W9   1,2849,1811,926,431,100
W9   2,2099,1764,950,448,97
W9   3,1819,1985,1385,676,163
WA1  1,125,157,111,23,7
WA1  2,367,345,236,102,13
WA1  3,1937,1449,898,204,14
WA1  4,1725,991,509,105,2
WA10 1,363,387,345,97,13
WA10 2,691,689,716,273,27
WA10 3,1556,1255,982,342,33
WA10 4,1511,1133,796,243,18
WA10 5,1182,863,482,112,4
WA10 6,1464,1001,640,151,15
WA11 0,2563,2169,1740,457,20
WA11 7,1007,921,790,229,11
WA11 8,1210,875,462,61,0
WA11 9,1934,1556,1161,298,8
WA12 0,710,592,405,116,8
WA12 8,1357,998,732,231,12
WA12 9,1882,1273,916,315,25
WA13 0,1683,781,314,58,2
WA13 9,1537,700,277,43,3
WA14 1,760,434,246,53,4
WA14 2,1485,721,269,59,5
